DateTime,IMEI,SD Card,HW Ver,Firm Ver,Air Temp,Air Pressure,AIr Humidity,Lead Wetness,Rain,Wind Die,Wind Speed,Soil Temp,P Soil Mois,S Soil Mois,Light Inten, Solar Radi,Remarks
03/08/21 10:51:44,868922052637747,OK,3.0,2.0,24.74,91510.91,68.16,83,0.0,NW,1.92,-9.0,5766,46,1216,94,PASS
03/08/21 10:54:55,868922052637556,OK,3.0,2.0,24.75,91506.97,69.1,81,1.4,NW,0.48,-9.0,5865,46,1125,93,PASS
03/08/21 10:58:40,868922052637556,OK,3.0,2.0,24.87,91500.16,68.42,80,1.12,NW,1.44,-9.0,5987,46,1516,94,PASS
03/08/21 11:01:10,862607058709865,OK,3.0,2.0,24.95,91498.08,68.0,1,1.12,NW,1.44,-9.0,6101,48,1310,94,PASS
03/08/21 11:04:06,862607058709667,OK,3.0,2.0,25.03,91498.73,67.81,74,1.4,NW,0.96,-9.0,6160,48,1239,95,PASS
03/08/21 11:18:08,862607058709774,OK,3.0,2.0,25.28,91490.88,66.35,56,1.4,NW,2.88,-9.0,6122,48,547,90,PASS
03/08/21 11:32:45,862607058709717,OK,3.0,2.0,25.26,91482.3,66.93,64,1.12,NW,0.0,-9.0,6193,48,1194,93,PASS
03/08/21 11:34:57,868922052636939,OK,3.0,2.0,25.31,91495.52,66.82,35,1.4,NW,0.0,-9.0,6164,48,1144,94,PASS
03/08/21 12:02:53,868922052636889,OK,3.0,2.0,25.46,91465.94,66.51,35,1.4,NW,0.0,-9.0,6151,48,635,90,PASS
03/08/21 12:08:35,868922052637713,OK,3.0,2.0,25.37,91464.95,67.28,36,1.12,NW,0.0,-9.0,5880,46,1512,94,PASS
03/08/21 12:14:00,862607058709634,OK,3.0,2.0,25.37,91462.22,67.71,38,1.4,NW,0.0,-9.0,6236,49,1771,94,PASS
03/08/21 12:16:51,862607058696682,OK,3.0,2.0,25.42,91459.75,67.8,38,1.68,NW,0.0,-9.0,6047,47,1953,94,PASS
03/08/21 12:19:44,862607058709766,OK,3.0,2.0,25.47,91456.55,67.93,39,1.68,NW,0.0,-9.0,6160,48,1891,96,PASS
03/08/21 12:22:27,862607058709592,OK,3.0,2.0,25.48,91452.59,68.2,39,1.68,NW,0.0,-9.0,6200,48,960,92,PASS
03/08/21 12:24:36,862607058709741,OK,3.0,2.0,25.47,91456.55,68.18,39,1.4,NW,0.0,-9.0,6047,47,904,92,PASS
03/08/21 12:30:15,868922052636863,OK,3.0,2.0,25.49,91450.66,68.06,40,1.12,NW,0.0,-9.0,6113,48,1746,95,PASS
03/08/21 12:33:31,862607058696534,OK,3.0,2.0,25.56,91452.47,67.76,39,1.12,NW,0.0,-9.0,6039,47,1217,94,PASS
03/08/21 12:36:21,862607058709626,OK,3.0,2.0,25.61,91439.05,67.43,39,1.12,NW,0.0,-9.0,6331,50,900,92,PASS
03/08/21 12:39:40,862607058709923,OK,3.0,2.0,25.65,91431.55,67.79,39,2.51,NW,0.0,-9.0,48,48,1131,93,PASS
03/08/21 12:44:07,862607058709576,OK,3.0,2.0,25.76,91431.33,67.04,24,1.4,NW,0.0,-9.0,6164,48,1246,95,PASS
03/08/21 12:46:43,862607058709691,OK,3.0,2.0,25.81,91421.84,67.58,17,1.68,NW,0.0,-9.0,6113,48,1400,93,PASS
03/08/21 12:52:38,862607058709881,OK,3.0,2.0,25.89,91406.8,67.49,4,1.4,NW,0.0,-9.0,5871,46,1612,93,PASS
03/08/21 12:54:30,862607058709881,OK,3.0,2.0,25.97,91410.16,67.24,90,1.4,NW,11.04,-9.0,5954,46,1541,95,PASS
03/08/21 13:26:07,862607058709949,OK,3.0,2.0,26.31,91357.75,64.07,80,1.96,NW,0.0,-9.0,6476,52,1514,95,PASS
03/08/21 13:30:50,862607058696625,OK,3.0,2.0,26.42,91348.5,63.63,3,1.4,NW,19.68,-9.0,5907,46,2218,92,PASS
03/08/21 13:34:59,868922052637614,OK,3.0,2.0,26.59,91347.28,62.92,82,1.12,NW,0.96,-9.0,5459,-1736236032,1081,94,PASS
03/08/21 13:39:55,868922052636780,OK,3.0,2.0,26.62,91338.2,61.91,80,1.4,NW,13.44,-9.0,5919,47,1262,94,PASS
03/08/21 13:43:18,868922052663412,OK,3.0,2.0,26.61,91327.66,62.91,78,1.12,NW,20.64,-9.0,5865,46,1171,93,PASS
03/08/21 15:58:39,862607058709758,OK,3.0,2.0,27.04,91236.05,60.33,66,1.12,NW,0.0,-9.0,5927,47,986,92,PASS
03/08/21 16:01:45,868922052637630,OK,3.0,2.0,27.11,91224.85,59.39,66,1.68,NW,0.0,-9.0,6202,49,760,91,PASS
03/08/21 16:04:47,868922052637036,OK,3.0,2.0,27.19,91231.66,59.73,63,1.96,NW,0.48,-9.0,6160,49,950,93,PASS
03/08/21 16:14:46,862607058709758,OK,3.0,2.0,27.22,91238.26,58.49,88,1.68,NW,0.0,-9.0,5840,47,705,92,PASS
03/08/21 16:25:28,862607058709733,OK,3.0,2.0,27.23,91243.31,59.21,86,1.4,NW,1.92,-9.0,6202,49,596,91,PASS
03/08/21 16:45:35,862607058696641,OK,3.0,2.0,27.39,91249.95,58.0,87,2.51,NW,0.96,-9.0,5921,47,630,90,PASS
03/08/21 16:51:42,862607058709634,OK,3.0,2.0,27.37,91253.12,57.54,86,1.4,NW,1.44,-9.0,5758,46,475,88,PASS
03/08/21 16:57:38,862607058696682,OK,3.0,2.0,27.33,91259.92,57.95,84,1.68,NW,1.92,-9.0,6076,48,357,88,PASS
03/08/21 17:00:11,862607058709816,OK,3.0,2.0,27.34,91267.72,57.78,84,1.12,NW,1.44,-9.0,5915,47,373,88,PASS
03/08/21 17:10:35,862607058696674,OK,3.0,2.0,27.33,91279.13,57.45,73,1.12,NW,1.92,-9.0,6262,50,599,89,PASS
03/08/21 17:15:18,862607058696690,OK,3.0,2.0,27.29,91269.0,57.76,39,1.4,NW,0.96,-9.0,6135,49,563,91,PASS
03/08/21 17:44:04,862607058709634,OK,3.0,2.0,27.09,91313.07,60.0,0,1.4,NW,1.92,-9.0,6066,48,289,85,PASS
03/08/21 17:57:59,868922052637713,OK,3.0,2.0,26.9,91344.17,60.63,0,0.0,NW,0.96,-9.0,6141,49,279,84,PASS
03/08/21 18:17:22,868922052637598,OK,3.0,2.0,26.79,91347.2,61.65,0,1.12,NW,1.44,-9.0,5616,45,200,81,PASS
03/08/21 18:20:11,868922052637788,OK,3.0,2.0,26.78,91356.61,61.73,0,1.4,NW,3.36,-9.0,6045,48,184,80,PASS
03/08/21 18:26:50,868922052637762,OK,3.0,2.0,26.69,91364.68,62.29,93,1.96,NW,0.96,-9.0,6110,48,130,77,PASS
03/08/21 18:35:14,868922052637713,OK,3.0,2.0,26.56,91356.37,62.41,91,1.12,NW,0.96,-9.0,5984,47,86,69,PASS
03/08/21 18:51:30,868922052636962,OK,3.0,2.0,26.57,91388.83,62.53,88,1.4,NW,2.88,-9.0,6110,49,41,63,PASS
03/08/21 19:00:46,868922052637713,OK,3.0,2.0,26.59,91394.64,61.97,87,1.4,NW,1.44,-9.0,5981,47,35,60,PASS
04/08/21 10:41:03,868922052637671,OK,3.0,2.0,24.77,91553.03,71.56,87,1.4,NW,0.96,-9.0,5889,49,219,79,PASS
04/08/21 10:45:57,868922052637739,OK,3.0,2.0,24.94,91548.48,70.48,87,1.68,NW,0.96,-9.0,5889,48,186,78,PASS
04/08/21 11:01:11,862607058696633,OK,3.0,2.0,25.35,91522.83,69.07,82,1.4,NW,1.44,-9.0,5741,47,229,78,PASS
04/08/21 12:00:04,868922052637713,OK,3.0,2.0,25.6,91469.58,68.27,78,1.4,NW,0.96,-9.0,5919,49,188,78,PASS
04/08/21 12:01:35,868922052637713,OK,3.0,2.0,25.6,91456.69,68.33,82,1.68,NW,0.96,-9.0,5978,49,228,80,PASS
04/08/21 12:05:40,862607058696757,OK,3.0,2.0,25.67,91444.81,67.89,84,1.4,NW,3.84,-9.0,5777,47,287,82,PASS
04/08/21 14:06:10,862607058696591,OK,3.0,2.0,-9.0,-9.0,-9.0,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 14:20:11,868922052636848,OK,3.0,2.0,26.6,91321.42,63.61,87,1.4,NW,0.96,-9.0,5803,48,130,71,PASS
04/08/21 14:27:38,868922052636848,OK,3.0,2.0,25.91,91245.98,65.32,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 14:29:18,868922052636848,OK,3.0,2.0,26.08,91236.42,64.42,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 14:32:41,868922052636848,OK,3.0,2.0,26.3,91279.66,64.82,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 14:34:58,868922052636848,OK,3.0,2.0,26.12,91299.5,64.59,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 14:37:36,868922052636848,OK,3.0,2.0,26.04,91286.69,65.15,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 14:39:23,868922052636848,OK,3.0,2.0,26.16,91242.41,65.93,0,0.0,NW,0.0,-9.0,47,48,-9,0,PASS
04/08/21 14:52:28,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 14:55:32,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,-9.0,NW,0.0,-9.0,-1736236032,-1736236032,-9,0,PASS
04/08/21 14:57:16,868922052631468,OK,3.0,2.0,25.56,91171.92,71.45,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 14:59:28,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,-9.0,NW,0.0,-9.0,-1736236032,-1736236032,-9,0,PASS
04/08/21 15:01:43,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,-9.0,NW,0.0,-9.0,-1736236032,-1736236032,-9,0,PASS
04/08/21 15:03:17,868922052631468,OK,3.0,2.0,25.99,91256.02,71.85,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 15:06:02,868922052631468,OK,3.0,2.0,26.29,91173.65,69.69,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 15:08:19,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,-9.0,NW,0.0,-9.0,-1736236032,-1736236032,-9,0,PASS
04/08/21 15:13:32,868922052631468,OK,3.0,2.0,25.79,91154.64,71.09,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 15:15:48,868922052631468,OK,3.0,2.0,-9.0,-9.0,-9.0,0,-9.0,NW,0.0,-9.0,-1736236032,-1736236032,-9,0,PASS
04/08/21 15:17:25,868922052631468,OK,3.0,2.0,26.03,91152.75,70.45,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 15:19:03,868922052631468,OK,3.0,2.0,25.77,91212.89,70.39,0,0.0,NW,0.0,-9.0,50,50,-9,0,PASS
04/08/21 15:37:52,868922052637317,OK,3.0,2.0,-9.0,-9.0,-9.0,0,0.0,NW,0.0,-9.0,48,48,-9,0,PASS
04/08/21 15:40:04,868922052637317,OK,3.0,2.0,26.05,91232.73,67.38,71,1.12,NW,0.96,-9.0,5925,49,196,76,PASS
04/08/21 15:54:58,868922052631344,OK,3.0,2.0,-9.0,-9.0,-9.0,0,0.0,NW,0.0,-9.0,47,47,-9,0,PASS
04/08/21 15:56:45,868922052631344,OK,3.0,2.0,26.12,91220.09,64.29,62,0.0,NW,0.96,-9.0,5791,47,76,61,PASS
04/08/21 15:58:42,868922052631344,OK,3.0,2.0,26.11,91216.62,64.11,56,1.4,NW,1.92,-9.0,5875,47,61,58,PASS
04/08/21 16:02:27,868922052631419,OK,3.0,2.0,26.06,91218.0,64.04,51,1.12,NW,1.92,-9.0,6215,50,45,51,PASS
04/08/21 16:04:33,868922052637606,OK,3.0,2.0,26.05,91223.89,63.98,1,1.4,NW,3.36,-9.0,5913,48,54,52,PASS
04/08/21 16:06:20,868922052637606,OK,3.0,2.0,26.03,91218.19,63.79,97,1.4,NW,1.44,-9.0,5951,48,44,51,PASS
04/08/21 16:14:09,868922052662562,OK,3.0,2.0,25.97,91230.89,63.62,94,1.4,NW,4.8,-9.0,6012,49,120,67,PASS
04/08/21 17:11:53,868922052663057,OK,3.0,2.0,25.66,91273.34,68.16,85,1.12,NW,0.96,-9.0,6012,49,53,52,PASS
